time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,5,2,96,19
2025-10-20 00:00:00+00:00,5,4,110,14
2025-10-21 00:00:00+00:00,5,4,78,19
2025-10-22 00:00:00+00:00,12,11,27,11
2025-10-23 00:00:00+00:00,10,10,81,24
2025-10-24 00:00:00+00:00,9,7,216,47
2025-10-25 00:00:00+00:00,15,9,296,35
2025-10-26 00:00:00+00:00,19,8,268,26
2025-10-27 00:00:00+00:00,12,9,177,28
2025-10-28 00:00:00+00:00,16,10,70,11
2025-10-29 00:00:00+00:00,8,3,103,13
2025-10-30 00:00:00+00:00,22,17,104,17
2025-10-31 00:00:00+00:00,11,9,68,18
2025-11-01 00:00:00+00:00,57,56,49,8
