time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,6,5,38,30
2026-08-27 00:00:00+00:00,6,6,20,16
2026-08-28 00:00:00+00:00,7,5,25,19
2026-08-29 00:00:00+00:00,6,6,35,19
2026-08-30 00:00:00+00:00,454,6,21,13
2026-08-31 00:00:00+00:00,523,10,23,19
2026-09-01 00:00:00+00:00,26,17,49,20
2026-09-02 00:00:00+00:00,70,68,36,22
2026-09-03 00:00:00+00:00,8,6,41,20
2026-09-04 00:00:00+00:00,48,44,25,17
2026-09-05 00:00:00+00:00,12,8,29,18
2026-09-06 00:00:00+00:00,13,4,49,32
2026-09-07 00:00:00+00:00,4,4,31,21
2026-09-08 00:00:00+00:00,13,12,22,14
