url_path,views_total,views_unique
/shalenMathew/MovieFlix_App,242,207
/shalenMathew/MovieFlix_App/releases/tag/v1.4,32,28
/shalenMathew/MovieFlix_App/releases,27,24
/shalenMathew/MovieFlix_App/issues,13,7
/shalenMathew/MovieFlix_App/tree/master,11,8
/shalenMathew/MovieFlix_App/tree/master/app,9,7
/shalenMathew/MovieFlix_App/tree/master/app/release,4,1
/shalenMathew/MovieFlix_App/tree/master/app/src/main,3,3
/shalenMathew/MovieFlix_App/tree/master/app/src/main/java/com/shalenmathew/movieflix,3,2
/shalenMathew/MovieFlix_App/tree/master/fastlane/metadata/android/en-US,3,2
