url_path,views_total,views_unique
/shalenMathew/MovieFlix_App,208,171
/shalenMathew/MovieFlix_App/releases,43,41
/shalenMathew/MovieFlix_App/releases/tag/v1.4,33,30
/shalenMathew/MovieFlix_App/blob/master,9,9
/shalenMathew/MovieFlix_App/tree/master/app,7,5
/shalenMathew/MovieFlix_App/pulls,3,3
/shalenMathew/MovieFlix_App/issues,3,2
/shalenMathew/MovieFlix_App/blob/master/settings.gradle.kts,2,2
/shalenMathew/MovieFlix_App/tree/master/app/src,2,2
/shalenMathew/MovieFlix_App/tree/master/app/release,2,1
