time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,39,7,70,45
2026-08-21 00:00:00+00:00,11,7,44,28
2026-08-22 00:00:00+00:00,10,5,42,23
2026-08-23 00:00:00+00:00,3,3,53,30
2026-08-24 00:00:00+00:00,7,6,40,25
2026-08-25 00:00:00+00:00,18,10,78,46
2026-08-26 00:00:00+00:00,6,5,38,30
2026-08-27 00:00:00+00:00,6,6,20,16
2026-08-28 00:00:00+00:00,7,5,25,19
2026-08-29 00:00:00+00:00,6,6,35,19
2026-08-30 00:00:00+00:00,454,6,21,13
2026-08-31 00:00:00+00:00,523,10,23,19
2026-09-01 00:00:00+00:00,26,17,49,20
2026-09-02 00:00:00+00:00,70,68,36,22
