time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,6,6,10,5
2025-11-25 00:00:00+00:00,4,4,4,4
2025-11-26 00:00:00+00:00,4,4,6,3
2025-11-27 00:00:00+00:00,3,3,10,2
2025-11-28 00:00:00+00:00,3,3,2,1
2025-11-29 00:00:00+00:00,4,4,2,2
2025-11-30 00:00:00+00:00,2,2,2,2
2025-12-01 00:00:00+00:00,48,11,4,3
2025-12-02 00:00:00+00:00,20,7,11,3
2025-12-03 00:00:00+00:00,115,27,7,7
2025-12-04 00:00:00+00:00,10,6,11,3
2025-12-05 00:00:00+00:00,14,13,10,2
2025-12-06 00:00:00+00:00,17,11,44,2
2025-12-07 00:00:00+00:00,23,19,42,4
