url_path,views_total,views_unique
/shalenMathew/MovieFlix_App,173,163
/shalenMathew/MovieFlix_App/releases/tag/v1.4,38,29
/shalenMathew/MovieFlix_App/releases,15,15
/shalenMathew/MovieFlix_App/discussions,12,3
/shalenMathew/MovieFlix_App/blob/master,8,7
/shalenMathew/MovieFlix_App/issues,8,7
/shalenMathew/MovieFlix_App/pulls,4,2
/shalenMathew/MovieFlix_App/issues/63,2,2
/shalenMathew/MovieFlix_App/blob/master/app/release/app-release.apk,2,1
/shalenMathew/MovieFlix_App/commit/b200767e013f652234f2482262a286d76724866a,2,1
