url_path,views_total,views_unique
/shalenMathew/MovieFlix_App,289,252
/shalenMathew/MovieFlix_App/releases/tag/v1.3,46,37
/shalenMathew/MovieFlix_App/releases,29,25
/shalenMathew/MovieFlix_App/issues,14,5
/shalenMathew/MovieFlix_App/issues/66,11,3
/shalenMathew/MovieFlix_App/pulls,9,1
/shalenMathew/MovieFlix_App/tree/master,6,4
/shalenMathew/MovieFlix_App/tree/master/app,5,3
/offa/android-foss,4,4
/shalenMathew/MovieFlix_App/blob/master/app/src/main/java/com/shalenmathew/movieflix/data/network/ApiClient.kt,4,1
