time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-15 00:00:00+00:00,7,7,23,16
2025-12-16 00:00:00+00:00,10,6,33,19
2025-12-17 00:00:00+00:00,9,5,19,10
2025-12-18 00:00:00+00:00,10,5,26,11
2025-12-19 00:00:00+00:00,11,7,22,13
2025-12-20 00:00:00+00:00,8,4,22,16
2025-12-21 00:00:00+00:00,26,16,52,12
2025-12-22 00:00:00+00:00,33,20,40,19
2025-12-23 00:00:00+00:00,3,3,20,14
2025-12-24 00:00:00+00:00,14,8,9,5
2025-12-25 00:00:00+00:00,9,7,22,14
2025-12-26 00:00:00+00:00,17,7,23,15
2025-12-27 00:00:00+00:00,13,7,41,11
2025-12-28 00:00:00+00:00,2,2,13,10
