time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,3,3,31,13
2026-05-09 00:00:00+00:00,26,11,14,11
2026-05-10 00:00:00+00:00,4,4,28,20
2026-05-11 00:00:00+00:00,10,5,12,11
2026-05-12 00:00:00+00:00,16,7,15,10
2026-05-13 00:00:00+00:00,18,7,10,10
2026-05-14 00:00:00+00:00,46,23,13,10
2026-05-15 00:00:00+00:00,18,9,12,10
2026-05-16 00:00:00+00:00,32,14,31,15
2026-05-17 00:00:00+00:00,8,4,28,19
2026-05-18 00:00:00+00:00,23,10,21,17
2026-05-19 00:00:00+00:00,12,7,23,11
2026-05-20 00:00:00+00:00,36,29,10,9
2026-05-21 00:00:00+00:00,125,17,10,9
