time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-13 00:00:00+00:00,5,5,39,11
2026-01-14 00:00:00+00:00,14,6,39,16
2026-01-15 00:00:00+00:00,8,4,24,10
2026-01-16 00:00:00+00:00,19,12,42,11
2026-01-17 00:00:00+00:00,49,27,41,30
2026-01-18 00:00:00+00:00,13,9,20,16
2026-01-19 00:00:00+00:00,37,12,99,26
2026-01-20 00:00:00+00:00,14,12,44,31
2026-01-21 00:00:00+00:00,15,9,20,12
2026-01-22 00:00:00+00:00,8,7,41,20
2026-01-23 00:00:00+00:00,4,4,29,20
2026-01-24 00:00:00+00:00,22,11,28,21
2026-01-25 00:00:00+00:00,17,8,14,9
2026-01-26 00:00:00+00:00,19,9,17,14
