time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-05 00:00:00+00:00,21,10,19,14
2026-02-06 00:00:00+00:00,17,11,18,13
2026-02-07 00:00:00+00:00,17,8,22,18
2026-02-08 00:00:00+00:00,21,12,17,15
2026-02-09 00:00:00+00:00,25,15,32,20
2026-02-10 00:00:00+00:00,6,5,16,11
2026-02-11 00:00:00+00:00,6,5,16,11
2026-02-12 00:00:00+00:00,9,5,19,16
2026-02-13 00:00:00+00:00,11,7,18,13
2026-02-14 00:00:00+00:00,10,5,23,18
2026-02-15 00:00:00+00:00,13,8,21,14
2026-02-16 00:00:00+00:00,13,8,18,13
2026-02-17 00:00:00+00:00,9,7,19,14
2026-02-18 00:00:00+00:00,11,8,8,8
