url_path,views_total,views_unique
/shalenMathew/MovieFlix_App,180,162
/shalenMathew/MovieFlix_App/releases,37,29
/shalenMathew/MovieFlix_App/releases/tag/v1.4,35,30
/shalenMathew/MovieFlix_App/issues,8,6
/shalenMathew/MovieFlix_App/blob/master,5,5
/shalenMathew/MovieFlix_App/discussions,2,2
/shalenMathew/MovieFlix_App/tree/master,2,2
/shalenMathew/MovieFlix_App/blob/master/gradle.properties,1,1
/shalenMathew/MovieFlix_App/commit/0ab4fd6aff2cf3bb3eb2cd5b21786051641ac02d,1,1
/shalenMathew/MovieFlix_App/pulls,1,1
