time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-04 00:00:00+00:00,15,9,25,12
2026-06-05 00:00:00+00:00,25,5,32,21
2026-06-06 00:00:00+00:00,12,6,42,19
2026-06-07 00:00:00+00:00,11,5,18,12
2026-06-08 00:00:00+00:00,32,14,7,6
2026-06-09 00:00:00+00:00,20,8,14,12
2026-06-10 00:00:00+00:00,13,8,16,11
2026-06-11 00:00:00+00:00,19,8,15,10
2026-06-12 00:00:00+00:00,12,6,11,10
2026-06-13 00:00:00+00:00,24,11,15,12
2026-06-14 00:00:00+00:00,32,13,24,16
2026-06-15 00:00:00+00:00,18,8,16,12
2026-06-16 00:00:00+00:00,13,7,29,17
2026-06-17 00:00:00+00:00,21,8,10,8
