time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-08 00:00:00+00:00,7,6,9,8
2026-03-09 00:00:00+00:00,10,9,14,10
2026-03-10 00:00:00+00:00,16,7,13,9
2026-03-11 00:00:00+00:00,8,5,26,12
2026-03-12 00:00:00+00:00,7,6,9,7
2026-03-13 00:00:00+00:00,16,7,52,11
2026-03-14 00:00:00+00:00,20,11,38,26
2026-03-15 00:00:00+00:00,11,6,43,30
2026-03-16 00:00:00+00:00,18,12,31,18
2026-03-17 00:00:00+00:00,13,9,26,16
2026-03-18 00:00:00+00:00,17,6,21,12
2026-03-19 00:00:00+00:00,10,5,21,17
2026-03-20 00:00:00+00:00,3,3,12,9
2026-03-21 00:00:00+00:00,13,8,13,12
