time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-05 00:00:00+00:00,7,7,12,11
2025-11-06 00:00:00+00:00,7,4,24,9
2025-11-07 00:00:00+00:00,23,8,6,3
2025-11-08 00:00:00+00:00,11,4,8,4
2025-11-09 00:00:00+00:00,14,7,7,5
2025-11-10 00:00:00+00:00,33,11,10,5
2025-11-11 00:00:00+00:00,24,9,2,2
2025-11-12 00:00:00+00:00,15,10,3,2
2025-11-13 00:00:00+00:00,19,6,2,2
2025-11-14 00:00:00+00:00,45,16,13,11
2025-11-15 00:00:00+00:00,6,6,11,8
2025-11-16 00:00:00+00:00,6,6,42,8
2025-11-17 00:00:00+00:00,9,9,33,9
2025-11-18 00:00:00+00:00,7,6,2,2
