time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,24,9,2,2
2025-11-12 00:00:00+00:00,15,10,3,2
2025-11-13 00:00:00+00:00,19,6,2,2
2025-11-14 00:00:00+00:00,45,16,13,11
2025-11-15 00:00:00+00:00,6,6,11,8
2025-11-16 00:00:00+00:00,6,6,42,8
2025-11-17 00:00:00+00:00,9,9,33,9
2025-11-18 00:00:00+00:00,9,8,2,2
2025-11-19 00:00:00+00:00,4,4,14,4
2025-11-20 00:00:00+00:00,5,5,7,4
2025-11-21 00:00:00+00:00,4,4,9,6
2025-11-22 00:00:00+00:00,4,4,13,6
2025-11-23 00:00:00+00:00,3,3,3,3
2025-11-24 00:00:00+00:00,4,4,10,5
