time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-15 00:00:00+00:00,13,8,21,14
2026-02-16 00:00:00+00:00,13,8,18,13
2026-02-17 00:00:00+00:00,9,7,19,14
2026-02-18 00:00:00+00:00,11,8,8,8
2026-02-19 00:00:00+00:00,11,9,29,23
2026-02-20 00:00:00+00:00,8,7,16,11
2026-02-21 00:00:00+00:00,20,11,17,13
2026-02-22 00:00:00+00:00,10,6,25,18
2026-02-23 00:00:00+00:00,21,12,45,18
2026-02-24 00:00:00+00:00,13,8,21,10
2026-02-25 00:00:00+00:00,26,12,21,12
2026-02-26 00:00:00+00:00,6,5,16,10
2026-02-27 00:00:00+00:00,16,11,20,12
2026-02-28 00:00:00+00:00,7,6,20,13
