referrer,views_total,views_unique
github.com,104,66
Google,87,58
linkedin.com,6,4
go.bsky.app,5,1
offa.github.io,4,3
com.linkedin.android,3,3
search.brave.com,3,3
overleaf.com,3,1
t.co,2,2
alternativeto.net,2,1
