time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-31 00:00:00+00:00,523,10,23,19
2026-09-01 00:00:00+00:00,26,17,49,20
2026-09-02 00:00:00+00:00,70,68,36,22
2026-09-03 00:00:00+00:00,8,6,41,20
2026-09-04 00:00:00+00:00,48,44,25,17
2026-09-05 00:00:00+00:00,12,8,29,18
2026-09-06 00:00:00+00:00,13,4,49,32
2026-09-07 00:00:00+00:00,4,4,31,21
2026-09-08 00:00:00+00:00,13,12,22,14
2026-09-09 00:00:00+00:00,127,85,69,22
2026-09-10 00:00:00+00:00,41,40,31,22
2026-09-11 00:00:00+00:00,38,21,27,18
2026-09-12 00:00:00+00:00,31,20,34,21
2026-09-13 00:00:00+00:00,14,10,40,26
